"Innleggsdato","Oppdatert","Tittel","Kommune","Epost kontaktperson","Type fordel","Published status","Beskrivelse"
"04/12/2017 - 14:20","17/10/2023 - 14:29","Savalen opplevelser og Eventyr","Tynset","post@savalen.no","Skitrekk / Bading","✔","


svalen.png

      



 
Kom 2, betal for 1 i skiheisen og bassenget, hvor den billigste billetten er gratis alle dager.
Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","17/10/2023 - 14:43","Tynset kino","Tynset","post@tynsetkino.no","Kino","✔","
 
""Kom to, betal for en"" med unntak av premierer.
Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","20/11/2024 - 11:15","Kilden Kino","Tønsberg","tommy.liverod@nfkino.no","Kino","✔","


kilden.jpg

      



 
Trivselsledere får kinobillett til seg selv for 80,- ved fremvisning av gyldig kulturkort. Gjelder kun ordinære forestillinger og ikke 4DX.
"
"04/12/2017 - 14:20","20/11/2024 - 11:12","Flint Tønsberg","Tønsberg","ceidelarsen@gmail.com","Fotball","✔","


flinttonsberg.png

      



 
Gratis inngang for TL og en venn eller voksen når det er ledige plasser på kampdag.
Husk å ta med gyldig kulturkort. 
"
"04/12/2017 - 14:20","20/11/2024 - 11:10","FK Tønsberg","Tønsberg","post@fktonsberg.no","Fotball","✔","


fktonsberg.png

      



 
Gratis inngang for TL så lenge det er ledige plasser på kampdag.
Husk å ta med gyldig kulturkort. 
"
"04/12/2017 - 14:20","21/11/2024 - 11:39","SAS museet","Ullensaker","post@sasmuseet.net","Museum","✔","


sas.png

      



Gratis inngang for TL, og halv pris for voksne ifølge.
"
"04/12/2017 - 14:20","21/11/2024 - 10:40","Ullensaker kino","Ullensaker","kino@ullensaker.kommune.no","Kino","✔","


ullensakerkino.jpg

      



Trivselsedere får 20 kroner rabatt mandag - torsdag, med unntak av premierer. Husk personlig og gyldig kulturkort!
"
"04/12/2017 - 14:20","21/11/2024 - 11:39","Kjosbakken","Ullensaker","postmottak@ullensaker.kommune.no ","Skitrekk","✖","Halv pris på dagskort for TL.
"
"04/12/2017 - 14:20","04/07/2025 - 08:24","Ull/Kisa","Ullensaker","","Fotball","✔","


ullkisa.png

      



Gratis inngang på seriekamper for TL, så lenge det er ledige plasser på kampdag.
"
"04/12/2017 - 14:20","21/11/2024 - 11:41","Grevlingen kultursal","Vestby","post@vestby.kommune.no","Kultursenter","✔","
 
20 kroner rabatt på alle typer billetter for TL.
Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","21/11/2024 - 11:41","Grevlingen svømmehall","Vestby","grevlingen.svommehall@vestby.kommune.no","Svømmehall","✔","
 
Halv pris på billetter og klippekort for TL, ved fremvisning av gyldig kulturkort.
"
"04/12/2017 - 14:20","21/11/2024 - 11:41","Bayaz ungdomsklubb","Vestby","ingrid.fischer@vestby.kommune.no","Fritidsklubb","✔","


bayaz.jpg

      



 
Halv pris på arrangementer for TL, ved fremvisning av gyldig kulturkort.
"
"04/12/2017 - 14:20","21/11/2024 - 11:41","Teten ungdomsklubb","Vestby","post@vestby.kommune.no","Fritidsklubb","✔","
 
Halv pris på arrangementer for TL, ved fremvisning av gyldig kulturkort.
"
"04/12/2017 - 14:20","21/11/2024 - 11:41","Son Slalomklubb","Vestby","leder@sonslalomklubb.no","Skitrekk","✔","
 
TL som blir medlem av klubben får gratis sesongkort.
 
"
"04/12/2017 - 14:20","21/11/2024 - 11:41","Soon Golfklubb","Vestby","julie@soongolfbane.no","Golf","✔","
 
Gratis utlån av køller, gratis spill på 6-hullsbanen og tre gratis bøtter med baller.
"
"04/12/2017 - 14:20","04/07/2025 - 10:22","Folkebadet","Våler","","Svømmehall","✔","


valer_kommune.png

      



 
Halv pris på inngang for TL, ved fremvisning av gyldig kulturkort.
"
"04/12/2017 - 14:20","21/11/2024 - 11:42","Våler Kickoff Senter","Våler","post@valeraktivitetssenter.no","Opplevelsessenter","✔","


valer_kickoff.png

      



Halv pris for TL. - 100 kr. i avslag på standardpakken for andre elever i følge med TL. - Gjelder i grupper for 8-100 personer. - Man må ha med underskrift fra foreldre.
"
"04/12/2017 - 14:20","17/10/2023 - 14:21","Beitostølen Resort","Øystre Slidre","info@beitostolen.com","Aktivitetssenter","✔","


beitostolenresort.jpg

      



 
20 % rabatt på ukes, dags og weekend kort i skiheisen for TL.
Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","17/10/2023 - 14:20","Beito Huskey Tours","Øystre Slidre","info@beitohuskytours.com","Opplevelse","✔","


beitohusky.jpg

      



 
Gratis tur for TL i følge med minimum en betalende voksen. Ta kontakt for bestilling i god tid før ønsket tur til Elisa: 91705497.
"
"04/12/2017 - 14:20","22/08/2025 - 12:08","Ål Kulturhus","Ål","Torun.Torsteinsrud@aal.kommune.no","Kino","✖","
 
Pris på kino for trivselsledere med gyldig kulturkort er 45 kroner. Ordinær barnebillett er 85 kroner. 
Husk å ta med gyldig kulturkort. Tilbudet gjelder kun trivselsledere og varer ut juni 2025. 
"
"04/12/2017 - 14:20","17/10/2023 - 14:42","Åmot kulturhus og kino","Åmot","yse@amot.kommune.no","Kino","✔","
 
Kom to, betal for en' tilbud for TL på kinovisninger med unntak av premierer.
"
"04/12/2017 - 14:20","17/10/2023 - 14:40","Sorknes golfklubb","Åmot","sorknesgk@gmail.com","Golf","✔","
 
To gratis poletter til driving range og gratis utlån av køller. Kjøp av pølse og brus for 40,- (ordinær pris 65,-).
Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","23/06/2025 - 11:19","Flisa AIL Bowling","Åsnes","post@flisa-ail.no","Bowling","✖","
 
20 kroner pr. serie for TL.
Husk å ta med gyldig kulturkort.
"
"23/01/2018 - 14:54","18/10/2023 - 15:11","Kulturbadet ","Alstahaug","Trine.mathisen.vassvik@alstahaug.kommune.no","Kino","✔","


kulturbadet.png

      



 
1/2 pris på kinobilletter ved ordinær 2-film. 70 kroner for bad. 
Husk å ha med gyldig kulturkort.
"
"31/01/2018 - 10:26","23/06/2025 - 10:51","Rush trampolinepark Oslo","Oslo","","Trampolinepark","✔","


rushhamar.png

      



 
Trivselsleder pluss en venn får 20 % rabatt på prisen på hopp hos oss, mandag til fredag utenom skoleferie.
Husk å ta med gyldig kulturkort.
 
Dette gjelder i alle Rush parkene i Norge (pr. i dag Trondheim, Bærum, Bergen, Oslo, Drammen, Hamar, Haugesund, Larvik og Stavanger).
"
"31/01/2018 - 10:29","23/06/2025 - 10:52","Rush trampolinepark Bergen","Bergen","","Trampolinepark","✔","


rushhamar.png

      



Alle trivselsledere pluss en venn får 20 % rabatt på prisen på hopp hos oss, mandag til fredag utenom skoleferie. Dette gjelder i alle Rush parkene i Norge (pr. i dag Trondheim, Bærum, Bergen, Oslo, Drammen, Hamar, Haugesund, Larvik og Stavanger).
"
"31/01/2018 - 10:30","23/06/2025 - 10:52","Rush trampolinepark Stavanger","Stavanger","","Trampolinepark","✔","


rushhamar.png

      



Alle trivselsledere pluss en venn får 20 % rabatt på prisen på hopp hos oss, mandag til fredag utenom skoleferie. Dette gjelder i alle Rush parkene i Norge (pr. i dag Trondheim, Bærum, Bergen, Oslo, Drammen, Hamar, Haugesund, Larvik og Stavanger).
"
"31/01/2018 - 10:31","23/06/2025 - 10:52","Rush trampolinepark Trondheim","Trondheim","","Trampolinepark","✔","


rushhamar.png

      



Alle trivselsledere pluss en venn får 20 % rabatt på prisen på hopp hos oss, mandag til fredag utenom skoleferie. Dette gjelder i alle Rush parkene i Norge (pr. i dag Trondheim, Bærum, Bergen, Oslo, Drammen, Hamar, Haugesund, Larvik og Stavanger).
"
"30/08/2018 - 12:19","21/01/2020 - 17:44","Vossabadet","Voss herad","geir-ole@vossabadet.no","Bad","✔","2 for 1 tilbud for TL. Gjelder kun mandag-fredag. Gjelder ikke helg og skoleferie.
"
"11/09/2018 - 11:07","01/10/2025 - 14:56","Risør kino","Risør","","Kino","✔","


risorkino.png

      



 
Trivselslederne betaler halv pris for kinobillett.
Bestilling gjøres på nett. Man kan maks bestille 1 billett i kategorien ""Trivselsleder"" per bestilling. Skriv inn koden Trivsel.
 
Gyldig og utfylt kulturkort fremvises på kinoen.
"
"12/09/2018 - 12:04","21/11/2024 - 11:43","Høyt & Lavt Hemsedal","Hemsedal","olav@hoytlavt.no","Klatrepark","✔","


hemsedal.png

      



25% rabatt på inngangsbillett for Trivselsleder ved bestilling på nett. Benytt koden TLHL25.
Gyldig TL-kort Fremvises ved ankomst
"
"04/10/2018 - 13:27","02/11/2021 - 13:26","Stord kulturhus","Stord","kulturhuset@stord.kommune.no","Kino","✔","Gratis popcorn for TL ved kjøp av kinobillett.
 
"
"10/10/2018 - 12:59","21/11/2024 - 11:44","Høyt & Lavt Lillestrøm","Lillestrøm","olav@hoytlavt.no","Klatrepark","✔","


lillestrom.png

      



25% rabatt på inngangsbillett for Trivselsleder ved bestilling på nett. Benytt koden TLHL25.
Gyldig TL-kort Fremvises ved ankomst
"
"11/10/2018 - 15:07","13/10/2025 - 09:51","Arctic Escape ","Tromsø","mail@arcticescape.no ","Escape room","✖","


arcticescape.png

      



 
Alle trivselsledere som med gyldig Kulturkort får 15 prosent rabatt på inngang. Barn under 15 år må ha følge av en voksen.
 
"
"12/10/2018 - 11:42","17/10/2023 - 15:10","Norsk fjellsenter","Lom","mai@norskfjellsenter.no","Opplevelse","✔","
Alle trivselsledere som fremviser gyldig kulturkort får 2 for 1 i inngangen utenom skoletid. 
"
"16/10/2018 - 21:40","21/11/2024 - 13:04","Hammerfest bowling ","Hammerfest kommune","post@hammerfestbowling.no","Bowling","✔","


hammerfestbowling.png

      



Trivselsledere som fremviser gyldig kulturkort får spille én bowlingserie til 50 kroner, 2 bowlingserier for 100 kroner osv.  
"
"16/10/2018 - 21:44","03/07/2025 - 12:39","Hjorteparken","Lillestrøm","post@hjorteparken.no","Opplevelse","✖","
 
Hjorteparken tar kun i mot grupper. Avtalen for alle trivselsledere som fremviser gyldig kulturkort er derfor felles inngangspris på 500 kroner (mot 1200 til vanlig). Jo flere som er med, desto billigere blir det for hver trivselsleder. Vi anbefaler grupper på 10 stykker eller mer. 
"
"30/10/2018 - 11:04","03/10/2024 - 17:06","Rjukan klatrepark","Tinn","aleksander@rjukanklatrepark.no","Klatrepark","✖","


rjukanklatrepark.jpg

      



Alle trivselsledere som fremviser gyldig kulturkort får 20 % rabatt på ordinær pris hos Rjukan Klatrepark. 
 
Billetter til Krossobanen har ordinærpris, se krossobanen.no 
Denne avtalen gjelder for 2023-sesongen (ikke fornyet grunnet at Krossobanen er stengt til 2026).
"
"30/10/2018 - 12:02","21/11/2024 - 13:04","Skaidi Alpin ","Hammerfest kommune","oddpeder@gmail.com","Skitrekk","✔","


skadialpint.png

      



Alle trivselsledere som fremviser gyldig kulturkort får 50 prosent på inngang i alpinanlegget. 
Åpningstider:Lørdager 1100-1700Søndager 1100-1600
Vinterferien: onsdag til søndag
Påsken: alle dager 1100-1700
"
"07/11/2018 - 14:20","17/10/2023 - 15:12","Totenbadet","Toten","rickard@totenbadet.no","Svømming","✔","
 
Alle trivselsledere som fremviser gyldig kulturkort får 30 prosent avslag på inngang til totenbadet.
 
"
"07/11/2018 - 14:57","21/11/2024 - 13:05","Isbjørnhallen","Hammerfest kommune","Reidar.Naess@hammerfest.kommune.no","Bad","✔","


isbjornhallensvomming.jpg

      



Alle trivselsledere som fremviser gyldig kulturkort får gratis inngang i folkebadet i isbjørnhallen. 
 
"
"13/11/2018 - 15:32","04/07/2025 - 10:17","Vadsø svømmehall","Vadsø","","Bad","✔","


vadsokommunebad.jpg

      



 
Alle trivselsledere som fremviser gyldig kulturkort får gratis inngang til svømmehallen. Dette gjelder mandag til onsdag kl. 16-18 og 16-19.30 på fredager. 
"
"13/11/2018 - 15:34","21/11/2024 - 13:06","Vestre Jakobselv Svømmehall","Vadsø","Geir.Vorren@vadso.kommune.no","Bad","✖","Alle trivselsledere som fremviser gyldig kulturkort får gratis inngang til Vestre Jakobselv svømmehall. 
"
"11/01/2019 - 13:46","03/07/2025 - 12:17","Sika Putballpark ","Orkland","","Putball","✔","Sika putballpark tilbyr TL-elever gratis spill på fotballgolf og frisbeegolf. 
"
"19/02/2019 - 15:40","09/10/2025 - 13:56","Narvik Hockey: Arctic Eagles","Narvik","","Ishockey","✔","


narvikhockey.jpg

      



TL som fremviser gyldig kulturkort får 50% rabatt på inngangsbillett på alle hjemmekamper. 
"
"04/03/2019 - 09:21","08/12/2021 - 08:40","Napoli Pizzeria Stryn ","Stryn","napoliistryn@gmail.com","Pizza","✔","


r26a-napoli-pizzeria-poster-2021-09.jpg

      



TL som fremviser gyldig kulturkort får 10 % rabatt på èin pizza ved kvart besøk. 
"
"12/03/2019 - 15:38","11/10/2023 - 12:11","Stryn kulturhus","Stryn","Kare.Bruvoll.Alme@stryn.kommune.no","Kino","✔","


kulturhusetstryn.png

      



 
TL som fremviser gyldig kulturkort får 20 kroner i rabatt på kinobilletter alle dager. 
 
Rabatten gjeld på barnebillettar (og ikkje kveldsfilmar der dei ikkje sel barnebillettar, eller aldersgrensa er 12). 
"
"13/03/2019 - 11:09","02/07/2025 - 15:37","Nebbursvollen bad","Lillestrøm","","Bad","✔","


nebben.jpg

      



 
Trivselsleder som viser fram gyldig kulturkort får halv pris på innngang. 
Husk å ta med gyldig kulturkort.Nebbursvollen er åpent fra 18. mai til slutten av august. 
"
"14/03/2019 - 16:37","26/10/2023 - 10:25","Lofoten Snowboard & Alpinsenter","Vestvågøy","christianhaddal@gmail.com","Snowboard / Alpin","✔","


lofotensnowboard.jpg

      



Kom 2, betal for 1, ved fremvisning av gyldig kulturkort.
"
"29/03/2019 - 14:26","04/07/2025 - 10:06","Klatrehallen","Orkland","","Klatring","✔","


ork-fjellsportkl-logo09.png

      



 
Vis fram gyldig kulturkort og få halv pris på drop in-klatring og leie av utstyr for TL og inntil en person som er med. 
 
 
"
"04/04/2019 - 09:50","15/03/2024 - 12:42","Sprett trampolinepark Askim ","Indre Østfold kommune","petter@sprettaktivitetspark.no","Hoppepark","✔","


sprettaskim.jpg

      



 
Vi tilbyr en pris på 120 kroner for to timer i trampolineparken for alle trivselsledere med gyldig kulturkort- De kan ta med seg 1 person som får samme pris. 
Gjelder tirsdag til fredag, fra kl 12:00-17:00. De som kommer klokken 17:00 får hoppe til klokken 19:00. (Gjelder ikke skolefrie dager)
Husk å ta med gyldig kulturkort.
"
"09/04/2019 - 09:26","04/07/2025 - 10:10","Svev trampolinepark","Sarpsborg","","Hoppepark","✔","


svevtrampolineparksarpsborg.png

      



Ved å vise fram gyldig kulturkort får du 20% rabatt på hoppetimer på tirsdager og onsdager!Barn under 10 år må ha følge med voksen. 
"
"23/09/2019 - 19:39","20/11/2024 - 10:56","Vitensenteret Sørlandet","Arendal","ellen@vitensor.no","Vitensenter","✔","


vitensenteret_sorlandet.png

      



 
Ved fremvisning av gyldig kulturkort, får trivselslederne 2 for 1 på ordinær inngangsbillett.
"
"23/09/2019 - 19:42","20/11/2024 - 10:57","Vitensenteret Kristiansand","Kristiansand","ellen@vitensor.no","Vitensenter","✔","


vitensenteret.png

      



 
Ved fremvisning av gyldig kulturkort, får trivselslederne 2 for 1 på ordinær inngangsbillett.
"
"04/10/2019 - 14:17","09/09/2025 - 09:25","Hydlaparken ","Stryn","","Høydepark","✔","


hydlaparken.png

      



TL som viser gyldig kulturkort får 30 % rabatt på dagsbillett/drop-in.
"
"09/10/2019 - 15:18","16/12/2024 - 11:07","Valfjället Skicenter AB","Valfjellet","mia@valfjallet.se","Skitrekk","✔","


valfjellet.jpg

      



""Kom två betala för ett liftkort. Gäller dagskortet. Uppvisa Kulturkort för Trivselledare.""
 
 
"
"22/10/2019 - 08:34","04/07/2025 - 08:49","Østfoldbadet","Indre Østfold kommune","","Bading","✔","


ostfoldbadet.png

      



 
Østfoldbadet gir 15% rabatt til Trivselsleder og til 1 venn/klassekammerat/søsken, husk å ta med gyldig kulturkort.
"
"23/10/2019 - 20:57","12/09/2024 - 22:08","Sjåstadklubben i Lier","Lier","Dag.Frode.Gulsrud@drmk.no","Fritidsklubb","✔"," 
Sjåstadklubben i Lier har åpent en fredag i måneden. TL får gratis inngang på barne- og ungdomsklubben, gjelder ikke konserten.
Husk å ta med gyldig kulturkort
"
"24/10/2019 - 14:36","21/11/2024 - 10:42","Folkebadet Aurskog-Høland","Aurskog-Høland","eirik.udnaes.hoel@ahk.no","Svømmehall","✔","
 
Gratis inngang for Trivselsledere ved fremvisning av gyldig kulturkort. 
Dette gjelder i alle kommunens tre svømmebasseng, som er lokalisert på Bråte skole, Løken skole og Aursmoen skole.
"
"28/10/2019 - 08:26","21/11/2024 - 11:36","Ringerike Panthers","Ringerike","post@ringerikepanthers.no","Ishockey","✔","
 
Ringerike Panthers tilbyr gratis inngang for trivselsledere på sine hjemmekamper. De må henvende seg og fremvise kulturkortet i billettluken, og få skrevet ut en billett som må vises ved inngang, men altså gratis. 
"
"01/11/2019 - 09:20","23/06/2025 - 10:52","Rush trampolinepark Hamar","Hamar","","Trampolinepark","✔","


rushhamar.png

      



Alle trivselsledere pluss en venn får 20 % rabatt på prisen på hopp hos oss, mandag til fredag utenom skoleferie. Dette gjelder i alle Rush parkene i Norge (pr. i dag Trondheim, Bærum, Bergen, Oslo, Drammen, Hamar, Haugesund, Larvik og Stavanger).
"
"01/11/2019 - 09:22","23/06/2025 - 10:51","Rush trampolinepark Drammen","Drammen","","Trampolinepark","✔","


rushhamar.png

      



Alle trivselsledere pluss en venn får 20 % rabatt på prisen på hopp hos oss, mandag til fredag utenom skoleferie. Dette gjelder i alle Rush parkene i Norge (pr. i dag Trondheim, Bærum, Bergen, Oslo, Drammen, Hamar, Haugesund, Larvik og Stavanger).
"
"01/11/2019 - 09:24","23/06/2025 - 10:52","Rush trampolinepark Haugesund ","Haugesund","","Trampolinepark","✔","


rushhamar.png

      



Alle trivselsledere pluss en venn får 20 % rabatt på prisen på hopp hos oss, mandag til fredag utenom skoleferie. Dette gjelder i alle Rush parkene i Norge (pr. i dag Trondheim, Bærum, Bergen, Oslo, Drammen, Hamar, Haugesund, Larvik og Stavanger).
"
"04/11/2019 - 14:15","11/10/2023 - 12:10","Stryn vinterski","Stryn","lillian.rebni.heimlid@stryn.kommune.no","Ski","✔","


strynvinterski.png

      



Stryn Vinterski tilbyr 1/2 pris på dagskort og kveldskort mot at det blir vist fram gyldig TL-kort.
(Rabatt kan ikkje nyttast i ein pakke, t.d. familiepakkedag).
 
"
"14/11/2019 - 15:04","21/11/2024 - 12:59","Sandnes alpint Sandnesbakken","Sør-Varanger","jonas@karlsbakk.com","Skitrekk","✔","


sandesbakken.jpg

      



Trivselsledere får kveldskort/3-timerskort til 100 kroner og dagskort/5-timerskort til 130 kroner.
Husk å ta med gyldig kulturkort for fremvisning. 
"
"14/11/2019 - 15:06","04/07/2025 - 10:24","Tromsøbadet","Tromsø","","Bading","✖","


tromsobadet.jpg

      



Alle trivselsledere som viser fram gyldig kulturkort får ett gratis pizzastykke og brus/farris på onsdagsklubben.Onsdagsklubben er for ungdom mellom 12 og 16 år. 
 
"
"14/11/2019 - 15:14","10/10/2023 - 13:28","Skyland Jæren","Klepp","erik@skyland.no","Trampolinepark","✔","
 
Skyland Jæren tilbyr alle trivselsledere med gyldig kulturkort 20% rabatt på inngang.
"
"14/11/2019 - 15:30","06/01/2026 - 11:39","Skyland Kristiansand","Kristiansand","anette@skyland.no","Hopping","✔","
Trivselsledere får 20% rabatt på inngang.
 
Husk å ta med gyldig og utfylt kulturkort.
"
"15/11/2019 - 13:21","04/07/2025 - 08:22","Megafun Lørenskog ","Lørenskog","","Lekeland","✔","


megafun.png

      



Alle trivselsledere med gyldig kulturkort får 2-for-1 på inngang
"
"15/11/2019 - 13:24","12/09/2024 - 22:10","Folldal kino","Folldal","Ronny.Bekken.Larsen@folldal.kommune.no","Kino","✔","


skjermbilde_21.png

      



 
Alle trivselsledere med gyldig kulturkort får 20 kroner avslag på kinoen.
 
"
"19/11/2019 - 10:36","30/05/2024 - 11:39","Lundbadet","Lund kommune","lisem@lund.kommune.no","Svømming","✔","Ved fremvisning av TL-kortet i Lundbadet, får en 20 kr avslag på barnebilletten. (Dagens billettpris er 60 kr.)
"
"21/11/2019 - 13:53","04/07/2025 - 10:02","Frisk Asker Hockey","Asker","","Ishockey","✖","


bilde1.jpg

      



Frisk Asker Hockey tilbyr gratis inngang for trivselsledere på sine hjemmekamper. Gjelder kun i grunnserien, ikke i sluttspill.De må henvende seg og fremvise kulturkortet på kampkontoret, og få skrevet ut en billett som må vises ved inngang, men altså gratis. 
"
"20/02/2020 - 12:25","21/11/2024 - 11:43","Solheisen i Hemsedal","Hemsedal","jorgen@solheisen.no","Skitrekk","✔","


solheisen.png

      



Trivselsledere får 50% rabatt på dagskort ved fremvisning av gyldig kulturkort. 
"
"20/02/2020 - 12:39","17/02/2026 - 11:07","Myrkdalen skisenter","Voss herad","john.ivar.norheim@myrkdalen.no","Skitrekk","✔","


myrkdalen_logo_part_of_nb_svart.png

      



 
Trivselsleiarar får 30 % rabatt på dagskort. Bestilling gjerast via nettside med promokoden: myrkdalentrivsel. Koden kan kun benyttes av trivselsledere. Trivselsleiarar som nyttar tilbodet må kunne vise gyldig kulturkort.
"
"20/02/2020 - 13:04","08/06/2026 - 14:54","FlipZone Bergen","Bergen","post@flipzone.no","Trampolinepark","✔","


flipzone.png

      



Trivselsleder og én venn får følgende priser:
1 time hopping: kr. 179,-
1,5 time hopping: kr. 219,-
2 timer hopping: kr. 249,-
Dagspass: kr. 299,-
"
"20/02/2020 - 14:13","12/09/2024 - 21:36","Level bad","Tønsberg","Irene@level.as","Bad","✔","


levelbad.png

      



 
Ved fremvisning av gyldig kulturkort, får trivselsledere halv pris på bading. For veiledende priser se hjemmesiden: https://level.as/priser/
"
"20/02/2020 - 14:43","02/01/2025 - 09:31","Åsane Bowling & Eventsenter","Bergen","lene@aasanebowling.no","Bowling","✔","


asanebowling.jpg

      



Alle trivselsledere får 20% rabatt på alt av våre spill og på mat, snacks og drikke. (Rabatten er personlig for dem med kulturkort).
"
"20/02/2020 - 15:09","04/07/2025 - 09:08","Hardangerbadet","Kvam","","Svømmehall","✔","Trivselsledere får 2 for 1 på inngang til bading. Kan benyttes både sammen med voksen eller barn, den rimeligste billetten er gratis. Tilbudet gjelder mandag til fredag, og ikke i helg eller skoleferier. 
"
"21/02/2020 - 09:14","04/07/2025 - 08:20","Folgefonna skisenter","Ullensvang kommune","","Skitrekk","✖","Ved fremvisning av kulturkort gis det dagskort til kr 250 kr per kort (ordinær pris 325 kr). Sesongen varer fra 17. mai - 25 august. Kortet gjelder kun i denne perioden og ikke ved påske. 
"
"21/02/2020 - 10:04","25/01/2024 - 08:41","Bømlo symjehall","Bømlo","elin.steinsbo@bomlo.kommune.no","Svømmehall","✔","


bomlosymjehall.png

      



Trivselsledere som viser kulturkort får 15% rabatt på årskort og klippekort.
"
"24/02/2020 - 14:57","11/11/2024 - 13:45","Høyt & Lavt Trondheim  ","Trondheim","olav@hoytlavt.no","Klatrepark","✔","


trondheim.png

      



25% rabatt på inngangsbillett for Trivselsleder ved bestilling på nett. Benytt koden TLHL25.
Gyldig Kulturkort fremvises ved ankomst.
 
"
"02/03/2020 - 09:10","30/09/2025 - 12:59","Fjellsyn Skitrekk","Folldal","martedu@online.no","Skitrekk","✖","
 
Trivselsledere som viser fram gyldig kulturkort får 50 % avslag på heiskort ut 2023 og 2024 sesongen
"
"02/03/2020 - 10:44","04/07/2025 - 09:30","Arkeologisk museum Stavanger","Stavanger","","Museum","✔","


arkeologisk_museum.jpg

      



Trivselsledere som viser fram gyldig Kulturkort får gratis inngang på museet.
 
"
"12/03/2020 - 10:32","04/07/2025 - 13:35","Snø Oslo","Lørenskog","","Ski","✔","


sno.png

      



 
Trivselsledere med gyldig kulturkort får 30% rabatt på dagspass alle dager, maks 3 pass om gangen.  
For å få den rabatterte prisen gjør du følgende: 1. Trykk deg inn på denne linken: https://snooslo.no/products/daypass
2. Opprett en bruker og logg inn. 
3. Velg ""alping/langrenn"" og antall billetter. 
4. Gå til betaling. Legg til ""trivselsleder"" under ""legg inn rabattkode"".
 
"
"13/03/2020 - 10:45","18/12/2024 - 13:59","ODEON kino Lillestrøm","Lillestrøm","jon.einar.sivertsen@odeonkino.no","Kino","✔","


odeon_kino.jpg

      



 
Alle TL kan benytte seg av rabattkode som gir dem 20% rabatt på bestilling av EN kinobillett til ordinær billettpris. Barnebilletten er allerede 10% redusert, så hvis du bestiller flere ordinære billetter i tillegg til barnebilletten vil rabatten brukes på en av de ordinære billettene. Bestiller du kun en eller flere barnebilletter får du TL-rabatten på EN av barnebillettene, men ikke i tillegg til barnerabatten. Bestilling på nettsiden vil alltid gi den mest gunstige rabatten. Oppgi koden TL2024 ved bestilling og ta med gyldig og utfylt kulturkort ved oppmøte.
"
"11/09/2020 - 11:56","26/11/2021 - 10:57","Hitrahallen (bowling)","Hitra","akkw@hitra.kommune.no","Bowling","✔","


hitrahallen.jpg

      



Vis fram ditt kulturkort i Hitrahallen og få halv pris på bowling. 
"
"11/09/2020 - 11:57","23/06/2025 - 10:34","Hitra kino","Hitra","","Kino","✔","


hitra_kino.jpg

      



Vis fram ditt kulturkort og få gratis popkorn når du kjøper kinobillett (1 stk).
"
"14/09/2020 - 20:01","20/11/2024 - 16:12","Orkland Bowling","Orkland","john@orklandbowling.no","Bowling","✔","


orkland_bowling.png

      



 
Orkland bowling gir trivselslederne følgende tilbud:
 
Mandag til torsdag: Gratis serier + sko for TL ved 1stk betalende.
Fredag til søndag: Halv pris på serier + sko for TL ved 1 stk betalende.
 
Husk å ta med gyldig kulturkort.
"
"13/11/2020 - 13:13","14/11/2024 - 14:05","Ørland kultursenter - kino ","Ørland","hanne.tofte@orland.kommune.no","Kino","✔","


orland-logo-200w.png

      



 
2 for 1 på kino ved fremvisning av gyldig kulturkort.
"
"01/12/2020 - 12:05","02/12/2021 - 09:23","Austevollbadet","Austevoll","mette.storebo@austevoll.kommune.no","Svømmehall","✔","


austevollbadet.png

      



Alle trivselsleiarar får 20% rabatt på klippekort til bading.
"
"01/12/2020 - 14:54","23/10/2023 - 15:06","Voss Bowling","Voss herad","post@vossbowling.no","Bowling","✔","Ved fremvisning av gyldig kulturkort får trivselsledere 20 % rabatt på inngang i lekeland. 
"
"06/01/2021 - 13:05","30/09/2025 - 14:14","Orklandbadet","Orkland","geir@orklandbadet.no","Bading","✔","


orklandbadet_logo_rund.jpg

      



 
Ved fremvisning av gyldig kulturkortet får man 30% rabatt på inngang på Orklandbadet. 
"
"14/06/2021 - 09:11","08/11/2021 - 10:25","Voss vind","Voss herad","astrid.lemme@vossvind.no","","✔","Trivselsledere får 20% rabatt både helg og ukedager. Må bookes på forhånd via nettside ved å benytte rabattkode: trivselsleder20. Kulturkort må fremvises ved ankomst.
"
"14/06/2021 - 09:23","05/10/2023 - 14:45","Øygarden svømmehaller","Øygarden","Vibeke.Berge@oygarden.kommune.no","Svømmehall","✔","


oygarden_kommune.jpg

      



Trivselsledere får 10 kr i rabatt på inngang i kommunen sine svømmehaller (Stranda, Ågotnes, Straume og Hjeltefjorden).
"
"24/09/2021 - 17:30","29/05/2026 - 14:24","AIR Forus","Stavanger","","Klatring","✖","


air_forus.png

      



Trivselsleder + 1 venn får 50% på drop-in klatring og nett/trampoline park.
"
"01/11/2021 - 21:19","01/10/2025 - 14:46","Lista Adrenalin Park","Farsund","info@lapark.no","Trampolinepark","✔","


lapark_logo.png

      



2 for 1 på trampolineparken ved fremvisning av gyldig og utfylt kulturkort. 
"
