"Innleggsdato","Oppdatert","Tittel","Kommune","Epost kontaktperson","Type fordel","Published status","",""
"04/12/2017 - 14:20","23/02/2024 - 09:44","Kon - Tiki Museet","Oslo","kon-tiki@kon-tiki.no","Museum","✔","rediger","slett"
"04/12/2017 - 14:20","13/03/2023 - 09:58","Cageball Oslo","Oslo","oslo@cageball.no","Fotball","✔","rediger","slett"
"04/12/2017 - 14:20","09/03/2022 - 13:57","Eventyrfabrikken","Oslo","oslo@eventyrfabrikken.no","Lekeland","✖","rediger","slett"
"04/12/2017 - 14:20","23/06/2025 - 10:33","Ammerud Basket","Oslo","","Basketball","✔","rediger","slett"
"04/12/2017 - 14:20","23/02/2024 - 09:47","Røa IL","Oslo","post@roail.no ","","✔","rediger","slett"
"04/12/2017 - 14:20","30/09/2025 - 13:52","Solli Bowling","Oslo","post@sollibowling.no","Bowling","✔","rediger","slett"
"04/12/2017 - 14:20","23/06/2025 - 10:31","Nordstrand Idrettsforening","Oslo","","","✔","rediger","slett"
"04/12/2017 - 14:20","13/03/2023 - 09:58","Bækkelaget Håndball Elite","Oslo","ulrik@bsknc.no","Håndball","✔","rediger","slett"
"04/12/2017 - 14:20","30/09/2025 - 13:33","Vålerenga Damer","Oslo","media@vif.no","Fotball","✖","rediger","slett"
"04/12/2017 - 14:20","04/07/2025 - 10:34","Vålerenga håndball","Oslo","","Håndball","✔","rediger","slett"
"04/12/2017 - 14:20","23/06/2025 - 10:30","Manglerud Star","Oslo","","Hockey","✔","rediger","slett"
"04/12/2017 - 14:20","11/06/2025 - 11:41","Charlie Filmsenter","Porsgrunn","postmottak@notodden.kommune.no","","✔","rediger","slett"
"04/12/2017 - 14:20","21/10/2025 - 12:29","Kjølnes (Porsgrunnshallen)","Porsgrunn","postmottak@notodden.kommune.no","Svømmehall","✖","rediger","slett"
"04/12/2017 - 14:20","08/11/2023 - 10:37","Rakkestad bad","Rakkestad","postmottak@rakkestad.kommune.no","Svømmehall","✔","rediger","slett"
"04/12/2017 - 14:20","08/11/2023 - 10:38","Rakkestad kino","Rakkestad","postmottak@rakkestad.kommune.no","Kino","✔","rediger","slett"
"04/12/2017 - 14:20","21/11/2024 - 11:36","Hønefoss Bowling ","Ringerike","honefossbowling@gmail.com","Bowling","✔","rediger","slett"
"04/12/2017 - 14:20","21/11/2024 - 11:36","Hønefoss BK","Ringerike","dagligleder@honefossbk.no","Fotball","✔","rediger","slett"
"04/12/2017 - 14:20","04/07/2025 - 08:14","Hønefoss Kino","Ringerike","","Kino","✔","rediger","slett"
"04/12/2017 - 14:20","21/11/2024 - 11:36","Ringeriksbadet","Ringerike","post@ringeriksbadet.no","Bading","✔","rediger","slett"
"04/12/2017 - 14:20","04/07/2025 - 07:56","Tørudbakken skisenter","Ringsaker","","Skitrekk","✔","rediger","slett"
"04/12/2017 - 14:20","17/10/2023 - 14:16","Valhall Spillesenter","Ringsaker"," spillesenter@gmail.com","Aktivitetssenter","✔","rediger","slett"
"04/12/2017 - 14:20","21/11/2024 - 11:38","Sandbekken og Marikollen bad","Rælingen","postmottak@ralingen.kommune.no","Svømmehall","✔","rediger","slett"
"04/12/2017 - 14:20","21/11/2024 - 10:43","Kjekstad Golfklubb","Asker","post@kjekstad-gk.no","Golf","✔","rediger","slett"
"04/12/2017 - 14:20","24/03/2026 - 11:51","Røykenbadet","Asker","post@roykenbadet.no","Bading","✔","rediger","slett"
"04/12/2017 - 14:20","12/09/2024 - 21:35","Hvalfangstmuseet","Sandefjord","hvalfangstmuseet@vestfoldmuseene.no","Museum","✔","rediger","slett"
"04/12/2017 - 14:20","20/11/2024 - 11:18","Sandefjord Golf","Sandefjord","post@sandefjordgolf.no","Golf","✖","rediger","slett"
"04/12/2017 - 14:20","25/06/2024 - 08:59","Sandefjord Fotball","Sandefjord","post@sandefjordfotball.no","Fotball","✔","rediger","slett"
"04/12/2017 - 14:20","08/11/2023 - 11:15","Sarpsborghallen","Sarpsborg","postmottak@sarpsborg.com","Bading","✔","rediger","slett"
"04/12/2017 - 14:20","03/07/2025 - 15:12","Sparta Warriors","Sarpsborg","","Ishockey","✔","rediger","slett"
"04/12/2017 - 14:20","04/07/2025 - 10:28","Superland","Sarpsborg","","Aktivitetssenter","✔","rediger","slett"
"04/12/2017 - 14:20","27/01/2022 - 12:18","INSPIRIA sience senter","Sarpsborg","post@inspiria.no","Opplevelsessenter","✔","rediger","slett"
"04/12/2017 - 14:20","21/10/2025 - 12:33","De fire fritidsklubbene Varteig, Hafslund, Hornnes og Valaskjold","Sarpsborg","camilla.tangen@sarpsborg.com","Fritidsklubb","✔","rediger","slett"
"04/12/2017 - 14:20","27/01/2022 - 12:20","Sarpsborg Bowlingsenter","Sarpsborg","sbsbowl@online.no","Bowling, Lasertag","✔","rediger","slett"
"04/12/2017 - 14:20","09/03/2022 - 13:56","Eventyrfabrikken","Sarpsborg","sarpsborg@eventyrfabrikken.no","Lekeland","✖","rediger","slett"
"04/12/2017 - 14:20","21/11/2024 - 11:44","Nylendlia Skisenter i Skedsmo","Lillestrøm","styret@neroalpin.no","Skitrekk","✔","rediger","slett"
"04/12/2017 - 14:20","21/11/2024 - 11:44","Lillestrøm SK - LSK","Lillestrøm","lsk@lsk.no","Fotball","✔","rediger","slett"
"04/12/2017 - 14:20","04/07/2025 - 07:57","Strømmen IF","Lillestrøm","","Fotball","✔","rediger","slett"
"04/12/2017 - 14:20","29/01/2025 - 10:47","Ski Bad og Langhus Bad","Nordre Follo kommune","SindreRonning.Huber@nordrefollo.kommune.no","Svømmehall","✔","rediger","slett"
"04/12/2017 - 14:20","04/07/2025 - 09:06","Follo Håndball","Nordre Follo kommune","","Håndball","✔","rediger","slett"
"04/12/2017 - 14:20","08/11/2023 - 10:33","Follo FK","Nordre Follo kommune","sportslig.leder@follofk.no","Fotball","✔","rediger","slett"
"04/12/2017 - 14:20","29/01/2025 - 10:49","ODEON Kino Ski","Nordre Follo kommune","jon.einar.sivertsen@odeonkino.no","Kino","✔","rediger","slett"
"04/12/2017 - 14:20","25/06/2024 - 09:17","Gjerpen håndball","Skien","post@gjerpenhandball.no","Håndball","✔","rediger","slett"
"04/12/2017 - 14:20","02/09/2024 - 16:20","Kuskerudnebben friluftsbad","Lillestrøm","postmottak@sorum.kommune.no","Svømmehall","✔","rediger","slett"
"04/12/2017 - 14:20","02/07/2025 - 15:27","Blaker Teater (BULT)","Lillestrøm","post@bult.no","Teater","✔","rediger","slett"
"04/12/2017 - 14:20","17/10/2023 - 14:30","Raufoss fotball","Toten","bent@raufossfotball.no","Fotball","✔","rediger","slett"
"04/12/2017 - 14:20","24/10/2023 - 09:15","Lena Folkebad","Toten","postmottak@ostre-toten.kommune.no","Svømming","✔","rediger","slett"
"04/12/2017 - 14:20","17/10/2023 - 15:11","Skreia Folkebad","Toten","trodningsby@gmail.com","Svømming","✔","rediger","slett"
"04/12/2017 - 14:20","11/06/2025 - 11:43","Rjukanbadet","Tinn","post@rjukanbadet.no","Bad","✔","rediger","slett"
"04/12/2017 - 14:20","03/10/2024 - 17:08","Rjukan Kino","Tinn","rjukan.kino@tinn.kommune.no","Kino","✔","rediger","slett"
"04/12/2017 - 14:20","17/10/2023 - 14:29","Savalen opplevelser og Eventyr","Tynset","post@savalen.no","Skitrekk / Bading","✔","rediger","slett"
"04/12/2017 - 14:20","17/10/2023 - 14:43","Tynset kino","Tynset","post@tynsetkino.no","Kino","✔","rediger","slett"
"04/12/2017 - 14:20","20/11/2024 - 11:15","Kilden Kino","Tønsberg","tommy.liverod@nfkino.no","Kino","✔","rediger","slett"
"04/12/2017 - 14:20","20/11/2024 - 11:12","Flint Tønsberg","Tønsberg","ceidelarsen@gmail.com","Fotball","✔","rediger","slett"
"04/12/2017 - 14:20","20/11/2024 - 11:10","FK Tønsberg","Tønsberg","post@fktonsberg.no","Fotball","✔","rediger","slett"
"04/12/2017 - 14:20","21/11/2024 - 11:39","SAS museet","Ullensaker","post@sasmuseet.net","Museum","✔","rediger","slett"
"04/12/2017 - 14:20","21/11/2024 - 10:40","Ullensaker kino","Ullensaker","kino@ullensaker.kommune.no","Kino","✔","rediger","slett"
"04/12/2017 - 14:20","21/11/2024 - 11:39","Kjosbakken","Ullensaker","postmottak@ullensaker.kommune.no ","Skitrekk","✖","rediger","slett"
"04/12/2017 - 14:20","04/07/2025 - 08:24","Ull/Kisa","Ullensaker","","Fotball","✔","rediger","slett"
"04/12/2017 - 14:20","21/11/2024 - 11:41","Grevlingen kultursal","Vestby","post@vestby.kommune.no","Kultursenter","✔","rediger","slett"
"04/12/2017 - 14:20","21/11/2024 - 11:41","Grevlingen svømmehall","Vestby","grevlingen.svommehall@vestby.kommune.no","Svømmehall","✔","rediger","slett"
"04/12/2017 - 14:20","21/11/2024 - 11:41","Bayaz ungdomsklubb","Vestby","ingrid.fischer@vestby.kommune.no","Fritidsklubb","✔","rediger","slett"
"04/12/2017 - 14:20","21/11/2024 - 11:41","Teten ungdomsklubb","Vestby","post@vestby.kommune.no","Fritidsklubb","✔","rediger","slett"
"04/12/2017 - 14:20","21/11/2024 - 11:41","Son Slalomklubb","Vestby","leder@sonslalomklubb.no","Skitrekk","✔","rediger","slett"
"04/12/2017 - 14:20","21/11/2024 - 11:41","Soon Golfklubb","Vestby","julie@soongolfbane.no","Golf","✔","rediger","slett"
"04/12/2017 - 14:20","04/07/2025 - 10:22","Folkebadet","Våler","","Svømmehall","✔","rediger","slett"
"04/12/2017 - 14:20","21/11/2024 - 11:42","Våler Kickoff Senter","Våler","post@valeraktivitetssenter.no","Opplevelsessenter","✔","rediger","slett"
"04/12/2017 - 14:20","17/10/2023 - 14:21","Beitostølen Resort","Øystre Slidre","info@beitostolen.com","Aktivitetssenter","✔","rediger","slett"
"04/12/2017 - 14:20","17/10/2023 - 14:20","Beito Huskey Tours","Øystre Slidre","info@beitohuskytours.com","Opplevelse","✔","rediger","slett"
"04/12/2017 - 14:20","22/08/2025 - 12:08","Ål Kulturhus","Ål","Torun.Torsteinsrud@aal.kommune.no","Kino","✖","rediger","slett"
"04/12/2017 - 14:20","17/10/2023 - 14:42","Åmot kulturhus og kino","Åmot","yse@amot.kommune.no","Kino","✔","rediger","slett"
"04/12/2017 - 14:20","17/10/2023 - 14:40","Sorknes golfklubb","Åmot","sorknesgk@gmail.com","Golf","✔","rediger","slett"
"04/12/2017 - 14:20","23/06/2025 - 11:19","Flisa AIL Bowling","Åsnes","post@flisa-ail.no","Bowling","✖","rediger","slett"
"23/01/2018 - 14:54","18/10/2023 - 15:11","Kulturbadet ","Alstahaug","Trine.mathisen.vassvik@alstahaug.kommune.no","Kino","✔","rediger","slett"
"31/01/2018 - 10:26","23/06/2025 - 10:51","Rush trampolinepark Oslo","Oslo","","Trampolinepark","✔","rediger","slett"
"31/01/2018 - 10:29","23/06/2025 - 10:52","Rush trampolinepark Bergen","Bergen","","Trampolinepark","✔","rediger","slett"
"31/01/2018 - 10:30","23/06/2025 - 10:52","Rush trampolinepark Stavanger","Stavanger","","Trampolinepark","✔","rediger","slett"
"31/01/2018 - 10:31","23/06/2025 - 10:52","Rush trampolinepark Trondheim","Trondheim","","Trampolinepark","✔","rediger","slett"
"30/08/2018 - 12:19","21/01/2020 - 17:44","Vossabadet","Voss herad","geir-ole@vossabadet.no","Bad","✔","rediger","slett"
"11/09/2018 - 11:07","01/10/2025 - 14:56","Risør kino","Risør","","Kino","✔","rediger","slett"
"12/09/2018 - 12:04","21/11/2024 - 11:43","Høyt & Lavt Hemsedal","Hemsedal","olav@hoytlavt.no","Klatrepark","✔","rediger","slett"
"04/10/2018 - 13:27","02/11/2021 - 13:26","Stord kulturhus","Stord","kulturhuset@stord.kommune.no","Kino","✔","rediger","slett"
"10/10/2018 - 12:59","21/11/2024 - 11:44","Høyt & Lavt Lillestrøm","Lillestrøm","olav@hoytlavt.no","Klatrepark","✔","rediger","slett"
"11/10/2018 - 15:07","13/10/2025 - 09:51","Arctic Escape ","Tromsø","mail@arcticescape.no ","Escape room","✖","rediger","slett"
"12/10/2018 - 11:42","17/10/2023 - 15:10","Norsk fjellsenter","Lom","mai@norskfjellsenter.no","Opplevelse","✔","rediger","slett"
"16/10/2018 - 21:40","21/11/2024 - 13:04","Hammerfest bowling ","Hammerfest kommune","post@hammerfestbowling.no","Bowling","✔","rediger","slett"
"16/10/2018 - 21:44","03/07/2025 - 12:39","Hjorteparken","Lillestrøm","post@hjorteparken.no","Opplevelse","✖","rediger","slett"
"30/10/2018 - 11:04","03/10/2024 - 17:06","Rjukan klatrepark","Tinn","aleksander@rjukanklatrepark.no","Klatrepark","✖","rediger","slett"
"30/10/2018 - 12:02","21/11/2024 - 13:04","Skaidi Alpin ","Hammerfest kommune","oddpeder@gmail.com","Skitrekk","✔","rediger","slett"
"07/11/2018 - 14:20","17/10/2023 - 15:12","Totenbadet","Toten","rickard@totenbadet.no","Svømming","✔","rediger","slett"
"07/11/2018 - 14:57","21/11/2024 - 13:05","Isbjørnhallen","Hammerfest kommune","Reidar.Naess@hammerfest.kommune.no","Bad","✔","rediger","slett"
"13/11/2018 - 15:32","04/07/2025 - 10:17","Vadsø svømmehall","Vadsø","","Bad","✔","rediger","slett"
"13/11/2018 - 15:34","21/11/2024 - 13:06","Vestre Jakobselv Svømmehall","Vadsø","Geir.Vorren@vadso.kommune.no","Bad","✖","rediger","slett"
"11/01/2019 - 13:46","03/07/2025 - 12:17","Sika Putballpark ","Orkland","","Putball","✔","rediger","slett"
"19/02/2019 - 15:40","09/10/2025 - 13:56","Narvik Hockey: Arctic Eagles","Narvik","","Ishockey","✔","rediger","slett"
"04/03/2019 - 09:21","08/12/2021 - 08:40","Napoli Pizzeria Stryn ","Stryn","napoliistryn@gmail.com","Pizza","✔","rediger","slett"
"12/03/2019 - 15:38","11/10/2023 - 12:11","Stryn kulturhus","Stryn","Kare.Bruvoll.Alme@stryn.kommune.no","Kino","✔","rediger","slett"
"13/03/2019 - 11:09","02/07/2025 - 15:37","Nebbursvollen bad","Lillestrøm","","Bad","✔","rediger","slett"
"14/03/2019 - 16:37","26/10/2023 - 10:25","Lofoten Snowboard & Alpinsenter","Vestvågøy","christianhaddal@gmail.com","Snowboard / Alpin","✔","rediger","slett"
"29/03/2019 - 14:26","04/07/2025 - 10:06","Klatrehallen","Orkland","","Klatring","✔","rediger","slett"
"04/04/2019 - 09:50","15/03/2024 - 12:42","Sprett trampolinepark Askim ","Indre Østfold kommune","petter@sprettaktivitetspark.no","Hoppepark","✔","rediger","slett"
"09/04/2019 - 09:26","04/07/2025 - 10:10","Svev trampolinepark","Sarpsborg","","Hoppepark","✔","rediger","slett"
"23/09/2019 - 19:39","20/11/2024 - 10:56","Vitensenteret Sørlandet","Arendal","ellen@vitensor.no","Vitensenter","✔","rediger","slett"
"23/09/2019 - 19:42","20/11/2024 - 10:57","Vitensenteret Kristiansand","Kristiansand","ellen@vitensor.no","Vitensenter","✔","rediger","slett"
"04/10/2019 - 14:17","09/09/2025 - 09:25","Hydlaparken ","Stryn","","Høydepark","✔","rediger","slett"
"09/10/2019 - 15:18","16/12/2024 - 11:07","Valfjället Skicenter AB","Valfjellet","mia@valfjallet.se","Skitrekk","✔","rediger","slett"
"22/10/2019 - 08:34","04/07/2025 - 08:49","Østfoldbadet","Indre Østfold kommune","","Bading","✔","rediger","slett"
"23/10/2019 - 20:57","12/09/2024 - 22:08","Sjåstadklubben i Lier","Lier","Dag.Frode.Gulsrud@drmk.no","Fritidsklubb","✔","rediger","slett"
"24/10/2019 - 14:36","21/11/2024 - 10:42","Folkebadet Aurskog-Høland","Aurskog-Høland","eirik.udnaes.hoel@ahk.no","Svømmehall","✔","rediger","slett"
"28/10/2019 - 08:26","21/11/2024 - 11:36","Ringerike Panthers","Ringerike","post@ringerikepanthers.no","Ishockey","✔","rediger","slett"
"01/11/2019 - 09:20","23/06/2025 - 10:52","Rush trampolinepark Hamar","Hamar","","Trampolinepark","✔","rediger","slett"
"01/11/2019 - 09:22","23/06/2025 - 10:51","Rush trampolinepark Drammen","Drammen","","Trampolinepark","✔","rediger","slett"
"01/11/2019 - 09:24","23/06/2025 - 10:52","Rush trampolinepark Haugesund ","Haugesund","","Trampolinepark","✔","rediger","slett"
"04/11/2019 - 14:15","11/10/2023 - 12:10","Stryn vinterski","Stryn","lillian.rebni.heimlid@stryn.kommune.no","Ski","✔","rediger","slett"
"14/11/2019 - 15:04","21/11/2024 - 12:59","Sandnes alpint Sandnesbakken","Sør-Varanger","jonas@karlsbakk.com","Skitrekk","✔","rediger","slett"
"14/11/2019 - 15:06","04/07/2025 - 10:24","Tromsøbadet","Tromsø","","Bading","✖","rediger","slett"
"14/11/2019 - 15:14","10/10/2023 - 13:28","Skyland Jæren","Klepp","erik@skyland.no","Trampolinepark","✔","rediger","slett"
"14/11/2019 - 15:30","06/01/2026 - 11:39","Skyland Kristiansand","Kristiansand","anette@skyland.no","Hopping","✔","rediger","slett"
"15/11/2019 - 13:21","04/07/2025 - 08:22","Megafun Lørenskog ","Lørenskog","","Lekeland","✔","rediger","slett"
"15/11/2019 - 13:24","12/09/2024 - 22:10","Folldal kino","Folldal","Ronny.Bekken.Larsen@folldal.kommune.no","Kino","✔","rediger","slett"
"19/11/2019 - 10:36","30/05/2024 - 11:39","Lundbadet","Lund kommune","lisem@lund.kommune.no","Svømming","✔","rediger","slett"
"21/11/2019 - 13:53","04/07/2025 - 10:02","Frisk Asker Hockey","Asker","","Ishockey","✖","rediger","slett"
"20/02/2020 - 12:25","21/11/2024 - 11:43","Solheisen i Hemsedal","Hemsedal","jorgen@solheisen.no","Skitrekk","✔","rediger","slett"
"20/02/2020 - 12:39","17/02/2026 - 11:07","Myrkdalen skisenter","Voss herad","john.ivar.norheim@myrkdalen.no","Skitrekk","✔","rediger","slett"
"20/02/2020 - 13:04","28/03/2023 - 17:12","FlipZone Bergen","Bergen","post@flipzone.no","Trampolinepark","✔","rediger","slett"
"20/02/2020 - 14:13","12/09/2024 - 21:36","Level bad","Tønsberg","Irene@level.as","Bad","✔","rediger","slett"
"20/02/2020 - 14:43","02/01/2025 - 09:31","Åsane Bowling & Eventsenter","Bergen","lene@aasanebowling.no","Bowling","✔","rediger","slett"
"20/02/2020 - 15:09","04/07/2025 - 09:08","Hardangerbadet","Kvam","","Svømmehall","✔","rediger","slett"
"21/02/2020 - 09:14","04/07/2025 - 08:20","Folgefonna skisenter","Ullensvang kommune","","Skitrekk","✖","rediger","slett"
"21/02/2020 - 10:04","25/01/2024 - 08:41","Bømlo symjehall","Bømlo","elin.steinsbo@bomlo.kommune.no","Svømmehall","✔","rediger","slett"
"24/02/2020 - 14:57","11/11/2024 - 13:45","Høyt & Lavt Trondheim  ","Trondheim","olav@hoytlavt.no","Klatrepark","✔","rediger","slett"
"02/03/2020 - 09:10","30/09/2025 - 12:59","Fjellsyn Skitrekk","Folldal","martedu@online.no","Skitrekk","✖","rediger","slett"
"02/03/2020 - 10:44","04/07/2025 - 09:30","Arkeologisk museum Stavanger","Stavanger","","Museum","✔","rediger","slett"
"12/03/2020 - 10:32","04/07/2025 - 13:35","Snø Oslo","Lørenskog","","Ski","✔","rediger","slett"
"13/03/2020 - 10:45","18/12/2024 - 13:59","ODEON kino Lillestrøm","Lillestrøm","jon.einar.sivertsen@odeonkino.no","Kino","✔","rediger","slett"
"11/09/2020 - 11:56","26/11/2021 - 10:57","Hitrahallen (bowling)","Hitra","akkw@hitra.kommune.no","Bowling","✔","rediger","slett"
"11/09/2020 - 11:57","23/06/2025 - 10:34","Hitra kino","Hitra","","Kino","✔","rediger","slett"
"14/09/2020 - 20:01","20/11/2024 - 16:12","Orkland Bowling","Orkland","john@orklandbowling.no","Bowling","✔","rediger","slett"
"13/11/2020 - 13:13","14/11/2024 - 14:05","Ørland kultursenter - kino ","Ørland","hanne.tofte@orland.kommune.no","Kino","✔","rediger","slett"
"01/12/2020 - 12:05","02/12/2021 - 09:23","Austevollbadet","Austevoll","mette.storebo@austevoll.kommune.no","Svømmehall","✔","rediger","slett"
"01/12/2020 - 14:54","23/10/2023 - 15:06","Voss Bowling","Voss herad","post@vossbowling.no","Bowling","✔","rediger","slett"
"06/01/2021 - 13:05","30/09/2025 - 14:14","Orklandbadet","Orkland","geir@orklandbadet.no","Bading","✔","rediger","slett"
"14/06/2021 - 09:11","08/11/2021 - 10:25","Voss vind","Voss herad","astrid.lemme@vossvind.no","","✔","rediger","slett"
"14/06/2021 - 09:23","05/10/2023 - 14:45","Øygarden svømmehaller","Øygarden","Vibeke.Berge@oygarden.kommune.no","Svømmehall","✔","rediger","slett"
"24/09/2021 - 17:30","29/05/2026 - 14:24","AIR Forus","Stavanger","","Klatring","✖","rediger","slett"
"01/11/2021 - 21:19","01/10/2025 - 14:46","Lista Adrenalin Park","Farsund","info@lapark.no","Trampolinepark","✔","rediger","slett"
"08/11/2021 - 08:45","23/06/2025 - 10:51","Rush trampolinepark Larvik","Larvik","","Trampolinepark","✔","rediger","slett"
"08/11/2021 - 08:48","23/06/2025 - 10:51","Rush trampolinepark Bærum","Bærum","","Trampolinepark","✔","rediger","slett"
"08/11/2021 - 09:52","04/07/2025 - 08:10","Ulriksbanen","Bergen","","Opplevelse","✔","rediger","slett"
"11/11/2021 - 09:21","01/10/2025 - 14:58","Skyland Arendal","Arendal","anette@skyland.no","Hopping","✔","rediger","slett"
"11/11/2021 - 09:23","25/06/2024 - 09:20","Skyland Brotorvet","Bamble","anette@skyland.no","Hopping","✔","rediger","slett"
"25/11/2021 - 11:36","12/09/2024 - 22:05","Drammen Padel","Drammen","info@drammenpadel.no","Padel","✔","rediger","slett"
"01/12/2021 - 12:55","26/06/2025 - 15:45","InterPadel Oslo","Oslo","oslo@interpadel.no ","Padel","✔","rediger","slett"
"01/12/2021 - 13:39","03/12/2021 - 09:08","InterPadel Bergen","Bergen","usman@interpadel.no","Padel","✖","rediger","slett"
"01/12/2021 - 13:43","21/11/2024 - 10:46","InterPadel Letohallen","Eidsvoll","usman@interpadel.no ","Padel","✖","rediger","slett"
"01/12/2021 - 13:47","03/12/2021 - 09:09","InterPadel Sandnes","Sandnes","usman@interpadel.no ","Padel","✖","rediger","slett"
"01/12/2021 - 13:51","03/12/2021 - 09:09","InterPadel Sarpsborg","Sarpsborg","usman@interpadel.no ","Padel","✖","rediger","slett"
"01/12/2021 - 13:54","03/12/2021 - 09:10","InterPadel Forus","Sandnes","usman@interpadel.no ","Padel","✖","rediger","slett"
"01/12/2021 - 13:56","03/12/2021 - 09:09","InterPadel Stavanger Express","Stavanger","usman@interpadel.no ","Padel","✖","rediger","slett"
"01/12/2021 - 13:59","03/12/2021 - 09:09","InterPadel Trondheim","Trondheim","usman@interpadel.no ","Padel","✖","rediger","slett"
"01/12/2021 - 15:28","25/06/2025 - 11:05","Romerike bokseklubb","Lillestrøm","post@romerikebokseklubb.no","Boksing","✔","rediger","slett"
"03/12/2021 - 09:25","20/10/2025 - 08:25","Aurora Kino Lakselv","Porsanger","","Kino","✔","rediger","slett"
"03/12/2021 - 09:29","20/10/2025 - 08:25","Aurora Kino","Vardø","","Kino","✔","rediger","slett"
"03/12/2021 - 14:07","24/10/2023 - 14:29","Kraftverket Aktivitetspark","Sula","gaute.hole.vik@devoldfabrikken.no","Aktivitetspark","✔","rediger","slett"
"06/12/2021 - 10:57","02/11/2023 - 15:24","Sprett Bowling Askim","Indre Østfold kommune","petter@sprettaktivitetspark.no","Bowling","✔","rediger","slett"
"07/12/2021 - 09:03","05/05/2025 - 15:38","Strømsgodset Toppfotball","Drammen","signe@godset.no","Fotball","✔","rediger","slett"
"07/12/2021 - 12:49","18/12/2024 - 14:01","ODEON Kino Oslo","Oslo","jon.einar.sivertsen@odeonkino.no","Kino","✔","rediger","slett"
"07/12/2021 - 12:51","18/12/2024 - 14:01","ODEON kino Sandnes","Sandnes","jon.einar.sivertsen@odeonkino.no","Kino","✔","rediger","slett"
"07/12/2021 - 12:54","18/12/2024 - 14:00","ODEON Kino Sandvika","Bærum","jon.einar.sivertsen@odeonkino.no","Kino","✔","rediger","slett"
"07/12/2021 - 12:57","18/12/2024 - 14:00","ODEON kino Skien","Skien","jon.einar.sivertsen@odeonkino.no","Kino","✔","rediger","slett"
"07/12/2021 - 12:59","18/12/2024 - 14:00","ODEON Kino Sotra","Øygarden","jon.einar.sivertsen@odeonkino.no","Kino","✔","rediger","slett"
"07/12/2021 - 13:01","18/12/2024 - 14:00","ODEON Kino Stavanger","Stavanger","jon.einar.sivertsen@odeonkino.no","Kino","✔","rediger","slett"
"07/12/2021 - 13:02","18/12/2024 - 13:59","ODEON Kino Ålesund","Ålesund","jon.einar.sivertsen@odeonkino.no","Kino","✔","rediger","slett"
"07/12/2021 - 14:33","21/11/2024 - 10:46","Panorama Kino Eidsvoll","Eidsvoll","Anita.Borrmann.Skoglund@eidsvoll.kommune.no","Kino","✔","rediger","slett"
"10/12/2021 - 08:45","02/11/2023 - 13:48","Gaustadbadet ","Fredrikstad","glnand@fredrikstad.kommune.no","Bading","✔","rediger","slett"
"10/12/2021 - 08:52","02/11/2023 - 13:51","Kongstenbadet","Fredrikstad","glnand@fredrikstad.kommune.no","Bading","✔","rediger","slett"
"10/12/2021 - 09:45","02/11/2023 - 13:49","Kongsten Friluftsbad","Fredrikstad","glnand@fredrikstad.kommune.no","Bading","✔","rediger","slett"
"10/12/2021 - 10:45","18/12/2024 - 14:36","ODDS BALLKLUBB","Skien","line@odd.no","Fotball","✔","rediger","slett"
"13/12/2021 - 08:58","23/06/2025 - 12:47","MiA - Eidsvoll Bygdetun","Eidsvoll","","Museum","✔","rediger","slett"
"13/12/2021 - 09:55","23/06/2025 - 12:48","MiA - Gamle Hvam Museum","Nes","","Museum","✔","rediger","slett"
"13/12/2021 - 10:16","13/12/2021 - 10:25","FANA Paintball","Bergen","post@fanapaintball.no","Paintball","✔","rediger","slett"
"13/12/2021 - 10:42","23/06/2025 - 12:49","MiA -  Linderud Gård","Oslo","","Museum","✔","rediger","slett"
"13/12/2021 - 10:51","23/06/2025 - 12:48","MiA - Stein skole","Nes","","Museum","✔","rediger","slett"
"13/12/2021 - 10:55","23/06/2025 - 12:48","MiA - Funnefoss Industriarbeidermuseum","Nes","","Museum","✔","rediger","slett"
"13/12/2021 - 11:14","23/06/2025 - 12:49","MiA - Aurskog-Høland Bygdetun","Aurskog-Høland","","Museum","✔","rediger","slett"
"13/12/2021 - 11:17","23/06/2025 - 12:46","MiA - Besøkssenter våtmark Nordre Øyern","Lillestrøm","","Museum","✔","rediger","slett"
"13/12/2021 - 11:19","23/06/2025 - 12:47","MiA - Fetsund lenser","Lillestrøm","","Museum","✔","rediger","slett"
"13/12/2021 - 11:50","23/06/2025 - 12:46","MiA - Skedsmo Bygdemuseum","Lillestrøm","","Museum","✔","rediger","slett"
"13/12/2021 - 11:56","21/11/2024 - 11:44","MiA - Tertitten Urskog-Hølandsbanen","Lillestrøm","marit.gjermundrod@mia.no","Museum","✔","rediger","slett"
"14/12/2021 - 09:29","23/06/2025 - 12:47","MiA - Asker museum","Asker","","Museum","✔","rediger","slett"
"14/12/2021 - 09:33","23/06/2025 - 12:49","MiA - Oslofjordmuseet","Oslo","","Museum","✔","rediger","slett"
"14/12/2021 - 09:36","23/06/2025 - 12:47","MiA - Grinimuseet","Bærum","","Museum","✔","rediger","slett"
"14/12/2021 - 09:39","23/06/2025 - 12:46","MiA - Follo museum","Nordre Follo kommune","","Museum","✔","rediger","slett"
"14/12/2021 - 09:42","23/06/2025 - 12:46","MiA - Roald Amundsens hjem","Nordre Follo kommune","","Museum","✔","rediger","slett"
"14/12/2021 - 09:44","23/06/2025 - 12:48","MiA - Avistegnernes hus","Frogn","","Museum","✔","rediger","slett"
